# hostname;interval;timestamp;pswpin/s;pswpout/s
axle;60;1415227549;0.00;620.12
axle;60;1415227609;0.00;258.42
axle;60;1415227669;0.00;217.23
axle;60;1415227729;0.00;37.65
axle;60;1415227789;0.00;11.43
axle;60;1415227849;0.00;59.93
axle;60;1415227909;0.00;0.00
axle;60;1415227969;0.00;0.00
axle;60;1415228029;0.00;38.68
axle;60;1415228089;0.00;225.57
axle;60;1415228149;0.00;120.65
axle;60;1415228209;0.00;74.33
axle;60;1415228269;0.00;0.00
axle;60;1415228329;0.00;0.00
axle;60;1415228389;0.00;0.00
axle;60;1415228449;0.00;0.00
axle;60;1415228509;0.00;0.00
axle;60;1415228569;0.00;0.00
axle;60;1415228629;0.00;0.00
axle;60;1415228689;0.00;0.00
axle;60;1415228749;0.00;0.00
axle;60;1415228809;0.00;0.00
axle;60;1415228869;0.00;0.00
axle;60;1415228929;0.00;24.20
axle;60;1415228989;0.00;11.82
axle;60;1415229049;0.00;0.00
axle;60;1415229109;0.00;0.00
axle;60;1415229169;0.00;0.00
axle;60;1415229229;0.00;0.00
axle;60;1415229289;0.00;0.00
axle;60;1415229349;0.00;0.00
axle;60;1415229409;0.00;0.00
axle;60;1415229469;0.00;0.00
axle;60;1415229529;0.00;0.00
axle;60;1415229589;0.00;313.17
axle;60;1415229649;0.00;107.68
axle;60;1415229709;0.00;15.33
axle;60;1415229769;0.00;0.00
axle;60;1415229829;0.00;65.30
axle;60;1415229889;0.00;33.77
axle;60;1415229949;0.00;2.13
axle;60;1415230009;0.00;320.25
axle;60;1415230069;0.00;29.00
axle;60;1415230129;0.00;0.00
axle;60;1415230189;0.00;0.00
axle;60;1415230249;0.00;8.57
axle;60;1415230309;0.00;0.00
axle;60;1415230369;0.00;0.00
axle;60;1415230429;0.00;0.00
axle;60;1415230489;0.00;0.00
axle;60;1415230549;0.00;0.00
axle;60;1415230609;0.00;0.00
axle;60;1415230669;0.00;0.00
